Epoch [100/1000], Loss: 4.2614
Epoch [200/1000], Loss: 3.1325
Epoch [300/1000], Loss: 2.3757
Epoch [400/1000], Loss: 1.8683
Epoch [500/1000], Loss: 1.5281
Epoch [600/1000], Loss: 1.3001
Epoch [700/1000], Loss: 1.1472
Epoch [800/1000], Loss: 1.0447
Epoch [900/1000], Loss: 0.9760
Epoch [1000/1000], Loss: 0.9299
